District No.,District Name,AC No.,Name of Assembly Constituency,Male,Female,Third Gender,Total Electors,Total_Candidates,AC_Name_Match,AC_No,AC_Name,Male_Electors,Female_Electors,TG_Electors,Total_Electors,Overseas_Electors,Service_Electors,Male_Voted,Female_Voted,TG_Voted,Postal_Voted,Test_Votes,Total_Voted,Overseas_Voted,Poll_Pct,Rejected_Postal,Rejected_EVM,NOTA_Votes,Valid_Votes,Tendered_Votes,Female_Turnout_Pct,Male_Turnout_Pct,Gender_Gap
11,Erode,104,Bhavani,108203.0,113170.0,20.0,221393.0,,BHAVANI,104,BHAVANI,109054.0,114147.0,20.0,223221.0,1.0,49.0,100365.0,104755.0,13.0,3331.0,0.0,208464.0,0.0,93.39,141.0,0.0,1409.0,206914.0,2.0,92.56428382080055,92.7562082382189,-0.19
11,Erode,105,Anthiyur,100339.0,105371.0,27.0,205737.0,,ANTHIYUR,105,ANTHIYUR,101150.0,106236.0,27.0,207413.0,2.0,58.0,89783.0,93149.0,16.0,3022.0,0.0,185970.0,0.0,89.66,195.0,0.0,754.0,185021.0,3.0,88.40098319271905,89.47966393924595,-1.08
11,Erode,106,Gobichettipalayam,113378.0,124190.0,13.0,237581.0,,GOBICHETTIPALAYAM,106,GOBICHETTIPALAYAM,114089.0,125096.0,13.0,239198.0,2.0,19.0,104400.0,112497.0,12.0,3079.0,0.0,219988.0,0.0,91.97,261.0,0.0,907.0,218820.0,0.0,90.58458813108946,92.08135617139128,-1.5
11,Erode,107,Bhavanisagar,113755.0,121806.0,23.0,235584.0,,BHAVANISAGAR,107,BHAVANISAGAR (SC),114711.0,122895.0,23.0,237629.0,7.0,16.0,103251.0,109064.0,18.0,2505.0,0.0,214838.0,0.0,90.41,243.0,0.0,1804.0,212791.0,4.0,89.53910316404775,90.76612017054195,-1.23
12,The Nilgiris,108,Udhagamandalam,89066.0,98348.0,11.0,187425.0,,UDHAGAMANDALAM,108,UDHAGAMANDALAM,89870.0,99087.0,11.0,188968.0,1.0,142.0,70796.0,75725.0,8.0,2503.0,0.0,149032.0,0.0,78.87,328.0,0.0,1525.0,147179.0,0.0,76.99699027941595,79.48712190959513,-2.49
12,The Nilgiris,109,Gudalur,89206.0,94675.0,7.0,183888.0,,GUDALUR,109,GUDALUR (SC),89970.0,95483.0,7.0,185460.0,14.0,62.0,71779.0,78036.0,5.0,1592.0,0.0,151412.0,0.0,81.64,171.0,0.0,871.0,150370.0,0.0,82.42513863216266,80.46431854359572,1.96
12,The Nilgiris,110,Coonoor,83045.0,92768.0,7.0,175820.0,,COONOOR,110,COONOOR,84146.0,93824.0,8.0,177978.0,4.0,196.0,66845.0,72497.0,7.0,2370.0,0.0,141719.0,0.0,79.63,325.0,0.0,720.0,140674.0,4.0,78.1487150741635,80.49250406406165,-2.34
13,Coimbatore,111,Mettuppalayam,133022.0,146382.0,34.0,279438.0,,METTUPPALAYAM,111,METTUPPALAYAM,134272.0,147928.0,35.0,282235.0,30.0,56.0,115510.0,126935.0,15.0,2075.0,0.0,244535.0,0.0,86.64,216.0,0.0,839.0,243480.0,12.0,86.7148966402973,86.83526033287727,-0.12
13,Coimbatore,116,Sulur,145987.0,157452.0,102.0,303541.0,,SULUR,116,SULUR,147942.0,159656.0,101.0,307699.0,5.0,83.0,130715.0,140783.0,84.0,2153.0,0.0,273735.0,0.0,88.96,191.0,0.0,1353.0,272191.0,0.0,89.41328150801515,89.53879455019967,-0.13
13,Coimbatore,117,Kavundampalayam,198430.0,208963.0,114.0,407507.0,,KAVUNDAMPALAYAM,117,KAVUNDAMPALAYAM,205276.0,216849.0,115.0,422240.0,39.0,102.0,174232.0,186725.0,70.0,3215.0,0.0,364242.0,0.0,86.26,251.0,0.0,2116.0,361875.0,0.0,89.35792460866277,87.80527138033564,1.55
13,Coimbatore,118,Coimbatore (North),143383.0,148122.0,28.0,291533.0,,COIMBATORE (NORTH),118,COIMBATORE (NORTH),145895.0,151070.0,29.0,296994.0,74.0,55.0,109023.0,115245.0,10.0,1989.0,0.0,226267.0,3.0,76.19,158.0,0.0,1020.0,225089.0,5.0,77.8041074249605,76.03621070838244,1.77
13,Coimbatore,119,Thondamuthur,138968.0,148371.0,103.0,287442.0,,THONDAMUTHUR,119,THONDAMUTHUR,141685.0,151588.0,106.0,293379.0,15.0,55.0,123695.0,132967.0,61.0,2100.0,0.0,258823.0,0.0,88.22,274.0,0.0,1000.0,257549.0,8.0,89.61791724797973,89.00970007483737,0.61
13,Coimbatore,120,Coimbatore (South),90214.0,96263.0,32.0,186509.0,,COIMBATORE (SOUTH),120,COIMBATORE (SOUTH),91334.0,97546.0,32.0,188912.0,19.0,34.0,74754.0,80355.0,18.0,1582.0,0.0,156709.0,0.0,82.95,210.0,0.0,759.0,155740.0,1.0,83.47443981592096,82.86297027068969,0.61
13,Coimbatore,121,Singanallur,128758.0,137277.0,23.0,266058.0,,SINGANALLUR,121,SINGANALLUR,130577.0,139396.0,24.0,269997.0,68.0,56.0,105707.0,113164.0,10.0,2257.0,0.0,221138.0,3.0,81.9,105.0,0.0,1346.0,219687.0,5.0,82.43478514244921,82.09742307274111,0.34
13,Coimbatore,122,Kinathukadavu,144562.0,155888.0,36.0,300486.0,,KINATHUKADAVU,122,KINATHUKADAVU,147104.0,158779.0,36.0,305919.0,32.0,41.0,127850.0,138540.0,16.0,2026.0,0.0,268432.0,0.0,87.75,515.0,0.0,1717.0,266200.0,5.0,88.87149748537412,88.43956226394211,0.43
13,Coimbatore,123,Pollachi,96061.0,105919.0,35.0,202015.0,,POLLACHI,123,POLLACHI,97029.0,106944.0,35.0,204008.0,9.0,37.0,86642.0,93044.0,16.0,1658.0,0.0,181360.0,3.0,88.9,164.0,0.0,849.0,180347.0,0.0,87.8444849366025,90.19477207191264,-2.35
13,Coimbatore,124,Valparai,81504.0,90759.0,21.0,172284.0,,VALPARAI,124,VALPARAI (SC),82150.0,91488.0,21.0,173659.0,0.0,51.0,71045.0,78196.0,19.0,1269.0,0.0,150529.0,0.0,86.68,98.0,0.0,675.0,149756.0,0.0,86.15784660474444,87.16750098154692,-1.01
14,Dindigul,127,Palani,115728.0,121582.0,49.0,237359.0,,PALANI,127,PALANI,116943.0,122888.0,50.0,239881.0,1.0,86.0,101441.0,105311.0,32.0,1923.0,0.0,208707.0,0.0,87.0,88.0,0.0,750.0,207869.0,0.0,86.61726242371404,87.65467302640674,-1.04
14,Dindigul,128,Oddanchatram,104519.0,113177.0,2.0,217698.0,,ODDANCHATRAM,128,ODDANCHATRAM,105658.0,114603.0,2.0,220263.0,0.0,25.0,95647.0,104242.0,1.0,1815.0,0.0,201705.0,0.0,91.57,81.0,0.0,1491.0,200133.0,1.0,92.1052864097829,91.5115911939456,0.59
14,Dindigul,129,Athoor,125056.0,134773.0,17.0,259846.0,,ATHOOR,129,ATHOOR,126424.0,135888.0,17.0,262329.0,4.0,486.0,111882.0,122225.0,7.0,3274.0,0.0,237388.0,0.0,90.49,205.0,0.0,812.0,236371.0,0.0,90.6895298019633,89.46551944728762,1.22
14,Dindigul,130,Nilakkottai,107389.0,111673.0,15.0,219077.0,,NILAKKOTTAI,130,NILAKKOTTAI (SC),108759.0,112792.0,14.0,221565.0,2.0,471.0,95252.0,100383.0,1.0,2169.0,0.0,197805.0,0.0,89.28,212.0,0.0,642.0,196951.0,0.0,89.8901256346655,88.69809757051468,1.19
14,Dindigul,131,Natham,127116.0,131421.0,66.0,258603.0,,NATHAM,131,NATHAM,128463.0,132861.0,69.0,261393.0,0.0,241.0,115125.0,122462.0,36.0,1694.0,0.0,239317.0,0.0,91.55,177.0,0.0,596.0,238544.0,2.0,93.18297684540522,90.56688379118286,2.62
14,Dindigul,132,Dindigul,114893.0,122765.0,21.0,237679.0,,DINDIGUL,132,DINDIGUL,116968.0,125138.0,20.0,242126.0,6.0,200.0,100907.0,107960.0,8.0,3243.0,0.0,212118.0,0.0,87.61,94.0,0.0,833.0,211191.0,0.0,87.94037388506496,87.8269346261304,0.11
14,Dindigul,133,Vedasandur,118236.0,123573.0,4.0,241813.0,,VEDASANDUR,133,VEDASANDUR,119371.0,124624.0,3.0,243998.0,6.0,224.0,108744.0,115889.0,1.0,2049.0,0.0,226683.0,0.0,92.9,129.0,0.0,474.0,226080.0,0.0,93.78181317925436,91.97198822693596,1.81
15,Karur,134,Aravakurichi,92738.0,101763.0,4.0,194505.0,,ARAVAKURICHI,134,ARAVAKURICHI,93193.0,102343.0,2.0,195538.0,6.0,21.0,84690.0,94726.0,2.0,1747.0,0.0,181165.0,0.0,92.65,87.0,0.0,637.0,180441.0,0.0,93.08491298409048,91.32178826371069,1.76
15,Karur,135,Karur,106684.0,119859.0,41.0,226584.0,,KARUR,135,KARUR,108303.0,121724.0,41.0,230068.0,8.0,73.0,100263.0,114546.0,40.0,2427.0,0.0,217276.0,0.0,94.44,447.0,0.0,539.0,216290.0,0.0,95.56729156759192,93.9812905402872,1.59
15,Karur,136,Krishnarayapuram,98262.0,103794.0,31.0,202087.0,,KRISHNARAYAPURAM,136,KRISHNARAYAPURAM (SC),98730.0,104329.0,31.0,203090.0,13.0,96.0,90581.0,97082.0,30.0,1941.0,0.0,189634.0,0.0,93.37,277.0,0.0,525.0,188832.0,0.0,93.53334489469526,92.1831430257882,1.35
15,Karur,137,Kulithalai,108343.0,113638.0,7.0,221988.0,,KULITHALAI,137,KULITHALAI,109083.0,114286.0,7.0,223376.0,7.0,192.0,100575.0,106521.0,3.0,2186.0,0.0,209285.0,0.0,93.69,194.0,0.0,612.0,208479.0,1.0,93.73713018532531,92.83017823025024,0.91
16,Tiruchirappalli,138,Manapparai,131212.0,134798.0,9.0,266019.0,,MANAPPARAI,138,MANAPPARAI,132297.0,135860.0,8.0,268165.0,0.0,166.0,116665.0,121332.0,5.0,3443.0,0.0,241445.0,0.0,90.04,229.0,0.0,949.0,240267.0,0.0,90.01023754061633,88.91336158278206,1.1
16,Tiruchirappalli,139,Srirangam,137694.0,146120.0,48.0,283862.0,,SRIRANGAM,139,SRIRANGAM,139304.0,147863.0,47.0,287214.0,25.0,187.0,121843.0,130452.0,32.0,3001.0,1.0,255329.0,0.0,88.9,343.0,1.0,929.0,254056.0,1.0,89.27730632356968,88.48824204395254,0.79
16,Tiruchirappalli,140,Tiruchirappalli (West),113050.0,122817.0,36.0,235903.0,,TIRUCHIRAPPALLI (WEST),140,TIRUCHIRAPPALLI (WEST),114480.0,124465.0,35.0,238980.0,1.0,60.0,91994.0,102073.0,22.0,2331.0,0.0,196420.0,0.0,82.19,73.0,0.0,1098.0,195249.0,0.0,83.10983007238411,81.37461300309597,1.74
16,Tiruchirappalli,141,Tiruchirappalli (East),104883.0,112460.0,54.0,217397.0,,TIRUCHIRAPPALLI (EAST),141,TIRUCHIRAPPALLI (EAST),106303.0,113883.0,54.0,220240.0,0.0,49.0,86806.0,93209.0,36.0,2679.0,0.0,182730.0,0.0,82.97,237.0,0.0,514.0,181979.0,0.0,82.88191356926907,82.76460436867748,0.12
16,Tiruchirappalli,142,Thiruverumbur,124328.0,131860.0,51.0,256239.0,,THIRUVERUMBUR,142,THIRUVERUMBUR,125997.0,133650.0,54.0,259701.0,0.0,155.0,100900.0,109814.0,29.0,3049.0,0.0,213792.0,0.0,82.32,209.0,0.0,745.0,212838.0,0.0,83.28075231305931,81.15629624863264,2.12
16,Tiruchirappalli,143,Lalgudi,102156.0,108861.0,26.0,211043.0,,LALGUDI,143,LALGUDI,102852.0,109523.0,28.0,212403.0,0.0,226.0,86434.0,96945.0,21.0,2124.0,0.0,185524.0,0.0,87.35,311.0,0.0,390.0,184823.0,0.0,89.05393115991953,84.60981244371354,4.44
16,Tiruchirappalli,144,Manachanallur,113256.0,120924.0,37.0,234217.0,,MANACHANALLUR,144,MANACHANALLUR,114439.0,122155.0,38.0,236632.0,0.0,132.0,99055.0,108270.0,26.0,2584.0,0.0,209935.0,0.0,88.72,155.0,0.0,599.0,209181.0,0.0,89.53557606430485,87.46114996114996,2.07
16,Tiruchirappalli,145,Musiri,103631.0,108965.0,16.0,212612.0,,MUSIRI,145,MUSIRI,104395.0,109736.0,15.0,214146.0,5.0,140.0,89841.0,95680.0,11.0,3698.0,0.0,189230.0,0.0,88.36,89.0,0.0,1093.0,188048.0,1.0,87.80801174689121,86.69317096235682,1.11
16,Tiruchirappalli,146,Thuraiyur,101144.0,107837.0,30.0,209011.0,,THURAIYUR,146,THURAIYUR (SC),101958.0,108764.0,31.0,210753.0,1.0,68.0,86155.0,96129.0,20.0,2317.0,0.0,184621.0,0.0,87.6,195.0,0.0,697.0,183729.0,0.0,89.14287303986572,85.18053468322393,3.96
17,Perambalur,147,Perambalur,139914.0,148507.0,28.0,288449.0,,PERAMBALUR,147,PERAMBALUR (SC),141002.0,149700.0,29.0,290731.0,0.0,65.0,115470.0,134134.0,24.0,4232.0,0.0,253860.0,0.0,87.32,206.0,0.0,1160.0,252494.0,7.0,90.32166833886616,82.52926797890133,7.79
17,Perambalur,148,Kunnam,131720.0,134959.0,3.0,266682.0,,KUNNAM,148,KUNNAM,132377.0,135775.0,3.0,268155.0,0.0,60.0,103522.0,123985.0,3.0,3154.0,0.0,230664.0,0.0,86.02,94.0,0.0,484.0,230086.0,6.0,91.86864158744508,78.59246887336775,13.28
18,Cuddalore,151,Tittakudi,101774.0,104992.0,4.0,206770.0,,TITTAKUDI,151,TITTAKUDI (SC),102749.0,106253.0,4.0,209006.0,1.0,22.0,79002.0,94984.0,3.0,1958.0,0.0,175947.0,0.0,84.18,193.0,0.0,584.0,175170.0,0.0,90.46784516915577,77.62493367657751,12.84
18,Cuddalore,152,Vriddhachalam,118319.0,119495.0,22.0,237836.0,,VRIDDHACHALAM,152,VRIDDHACHALAM,119709.0,121113.0,22.0,240844.0,2.0,61.0,98867.0,108198.0,11.0,2372.0,0.0,209448.0,0.0,86.96,262.0,0.0,755.0,208431.0,0.0,90.54604795179716,83.55969878041566,6.99
18,Cuddalore,153,Neyveli,94505.0,94503.0,16.0,189024.0,,NEYVELI,153,NEYVELI,95570.0,95751.0,16.0,191337.0,1.0,66.0,82419.0,84119.0,9.0,2502.0,0.0,169049.0,0.0,88.35,269.0,0.0,768.0,168012.0,1.0,89.01198903738505,87.21125866356277,1.8
18,Cuddalore,154,Panruti,116476.0,123504.0,68.0,240048.0,,PANRUTI,154,PANRUTI,117312.0,124455.0,72.0,241839.0,4.0,72.0,100568.0,107513.0,52.0,2882.0,0.0,211015.0,0.0,87.25,248.0,0.0,907.0,209860.0,0.0,87.05224122295634,86.34225076410591,0.71
18,Cuddalore,155,Cuddalore,105300.0,115773.0,79.0,221152.0,,CUDDALORE,155,CUDDALORE,106273.0,116890.0,80.0,223243.0,2.0,94.0,88144.0,98630.0,60.0,3822.0,0.0,190656.0,0.0,85.4,278.0,0.0,894.0,189484.0,2.0,85.19257512546103,83.70750237416904,1.49
18,Cuddalore,156,Kurinjipadi,116013.0,120238.0,46.0,236297.0,,KURINJIPADI,156,KURINJIPADI,116933.0,121308.0,46.0,238287.0,0.0,98.0,102332.0,109390.0,30.0,2574.0,0.0,214326.0,0.0,89.94,361.0,0.0,629.0,213336.0,0.0,90.97789384387632,88.20735607216433,2.77
18,Cuddalore,157,Bhuvanagiri,114785.0,116164.0,19.0,230968.0,,BHUVANAGIRI,157,BHUVANAGIRI,115865.0,117469.0,19.0,233353.0,0.0,94.0,99730.0,104970.0,10.0,2753.0,0.0,207463.0,0.0,88.91,153.0,0.0,681.0,206629.0,0.0,90.3636238421542,86.88417476151065,3.48
18,Cuddalore,158,Chidambaram,112664.0,116443.0,29.0,229136.0,,CHIDAMBARAM,158,CHIDAMBARAM,113648.0,117647.0,30.0,231325.0,0.0,89.0,91541.0,101844.0,16.0,3691.0,0.0,197092.0,0.0,85.2,506.0,0.0,816.0,195770.0,2.0,87.4625353177091,81.251331392459,6.21
18,Cuddalore,159,Kattumannarkoil,111691.0,112864.0,10.0,224565.0,,KATTUMANNARKOIL,159,KATTUMANNARKOIL (SC),112652.0,113847.0,10.0,226509.0,0.0,176.0,88678.0,96949.0,4.0,2589.0,0.0,188220.0,0.0,83.1,315.0,0.0,465.0,187440.0,0.0,85.89895803799263,79.39583314680681,6.5
19,Nagapattinam,163,Nagapattinam,84493.0,88464.0,22.0,172979.0,,NAGAPATTINAM,163,NAGAPATTINAM,85318.0,89396.0,22.0,174736.0,3.0,53.0,69937.0,79983.0,17.0,1575.0,0.0,151512.0,0.0,86.71,186.0,0.0,479.0,150847.0,0.0,90.41304937601736,82.77253736995964,7.64
19,Nagapattinam,164,Kilvelur,83392.0,85535.0,7.0,168934.0,,KILVELUR,164,KILVELUR (SC),84174.0,86452.0,7.0,170633.0,1.0,75.0,71761.0,78177.0,3.0,1809.0,0.0,151750.0,0.0,88.93,113.0,0.0,545.0,151092.0,0.0,91.3976734670018,86.05261895625479,5.35
19,Nagapattinam,165,Vedaranyam,91735.0,94299.0,0.0,186034.0,,VEDARANYAM,165,VEDARANYAM,92434.0,95092.0,1.0,187527.0,0.0,88.0,73881.0,85501.0,1.0,3093.0,0.0,162476.0,0.0,86.64,260.0,0.0,563.0,161653.0,0.0,90.67010254615636,80.53741756145419,10.13
20,Thiruvarur,166,Thiruthuraipoondi,111001.0,114348.0,14.0,225363.0,,THIRUTHURAIPOONDI,166,THIRUTHURAIPOONDI (SC),111654.0,115273.0,13.0,226940.0,8.0,95.0,88516.0,100696.0,8.0,1913.0,0.0,191133.0,0.0,84.22,103.0,0.0,797.0,190233.0,0.0,88.06100675132053,79.74342573490328,8.32
20,Thiruvarur,167,Mannargudi,112530.0,119401.0,4.0,231935.0,,MANNARGUDI,167,MANNARGUDI,113724.0,120826.0,4.0,234554.0,6.0,124.0,87861.0,104495.0,2.0,1811.0,1.0,194170.0,0.0,82.78,69.0,1.0,405.0,193695.0,0.0,87.51601745379017,78.07784590775793,9.44
20,Thiruvarur,168,Thiruvarur,126054.0,131818.0,20.0,257892.0,,THIRUVARUR,168,THIRUVARUR,127141.0,132984.0,20.0,260145.0,2.0,118.0,101446.0,114494.0,7.0,2065.0,0.0,218012.0,0.0,83.8,137.0,0.0,825.0,217050.0,1.0,86.85763704501662,80.47820775223317,6.38
20,Thiruvarur,169,Nannilam,131094.0,133352.0,16.0,264462.0,,NANNILAM,169,NANNILAM,132488.0,135074.0,14.0,267576.0,8.0,144.0,109330.0,120255.0,3.0,2004.0,0.0,231592.0,0.0,86.55,148.0,0.0,936.0,230508.0,0.0,90.17862499250106,83.39817230384304,6.78
21,Thanjavur,170,Thiruvidaimarudur,125132.0,129313.0,8.0,254453.0,,THIRUVIDAIMARUDUR,170,THIRUVIDAIMARUDUR (SC),126301.0,130705.0,8.0,257014.0,0.0,84.0,99126.0,108526.0,3.0,1813.0,0.0,209468.0,0.0,81.5,524.0,0.0,747.0,208197.0,1.0,83.92505007230518,79.21714669309209,4.71
21,Thanjavur,171,Kumbakonam,122383.0,129469.0,16.0,251868.0,,KUMBAKONAM,171,KUMBAKONAM,123565.0,130803.0,15.0,254383.0,14.0,65.0,98465.0,107686.0,6.0,2221.0,0.0,208378.0,0.0,81.92,90.0,0.0,960.0,207328.0,0.0,83.17512300241756,80.45643594290057,2.72
21,Thanjavur,172,Papanasam,123838.0,130791.0,23.0,254652.0,,PAPANASAM,172,PAPANASAM,124835.0,131759.0,23.0,256617.0,44.0,99.0,96781.0,109352.0,8.0,1726.0,0.0,207867.0,0.0,81.0,144.0,0.0,716.0,207007.0,0.0,83.60819934093324,78.15129443304963,5.46
21,Thanjavur,173,Thiruvaiyaru,125357.0,131000.0,20.0,256377.0,,THIRUVAIYARU,173,THIRUVAIYARU,126442.0,132135.0,20.0,258597.0,4.0,223.0,106908.0,113049.0,9.0,2249.0,0.0,222215.0,0.0,85.93,104.0,0.0,948.0,221163.0,0.0,86.2969465648855,85.28283223114784,1.01
21,Thanjavur,174,Thanjavur,118648.0,130369.0,47.0,249064.0,,THANJAVUR,174,THANJAVUR,120469.0,132322.0,50.0,252841.0,34.0,165.0,92142.0,103717.0,33.0,3148.0,0.0,199040.0,0.0,78.72,242.0,0.0,1274.0,197524.0,14.0,79.55648965628332,77.65996898388511,1.9
21,Thanjavur,175,Orathanadu,112298.0,118947.0,6.0,231251.0,,ORATHANADU,175,ORATHANADU,113523.0,120229.0,6.0,233758.0,19.0,216.0,88018.0,105546.0,2.0,1909.0,0.0,195475.0,0.0,83.62,171.0,0.0,631.0,194673.0,1.0,88.73363767055916,78.37895599209247,10.35
21,Thanjavur,176,Pattukkottai,115354.0,125580.0,20.0,240954.0,,PATTUKKOTTAI,176,PATTUKKOTTAI,116063.0,126368.0,20.0,242451.0,18.0,31.0,80047.0,102391.0,7.0,1707.0,0.0,184152.0,0.0,75.95,407.0,0.0,738.0,183007.0,0.0,81.53448001274089,69.3924788043761,12.14
21,Thanjavur,177,Peravurani,104268.0,108543.0,15.0,212826.0,,PERAVURANI,177,PERAVURANI,104814.0,109145.0,15.0,213974.0,7.0,28.0,80711.0,94224.0,6.0,1505.0,0.0,176446.0,0.0,82.46,172.0,0.0,695.0,175579.0,1.0,86.80799314557365,77.40725821920435,9.4
22,Pudukkottai,178,Gandarvakkottai,98028.0,96695.0,9.0,194732.0,,GANDHARVAKOTTAI,178,GANDHARVAKOTTAI (SC),98651.0,97444.0,9.0,196104.0,13.0,80.0,79954.0,86234.0,4.0,1678.0,0.0,167870.0,0.0,85.6,252.0,0.0,1127.0,166491.0,0.0,89.18144681731216,81.56241073978863,7.62
22,Pudukkottai,179,Viralimalai,110011.0,113040.0,33.0,223084.0,,VIRALIMALAI,179,VIRALIMALAI,110937.0,114188.0,34.0,225159.0,2.0,69.0,96379.0,105740.0,32.0,1848.0,0.0,203999.0,0.0,90.6,78.0,0.0,375.0,203546.0,2.0,93.54210898796886,87.60851187608512,5.93
22,Pudukkottai,180,Pudukkottai,109962.0,113943.0,23.0,223928.0,,PUDUKKOTTAI,180,PUDUKKOTTAI,110873.0,115114.0,22.0,226009.0,25.0,65.0,89038.0,99115.0,16.0,2446.0,0.0,190615.0,0.0,84.34,237.0,0.0,467.0,189911.0,0.0,86.98647569398734,80.97160837380186,6.01
22,Pudukkottai,181,Thirumayam,107006.0,112270.0,3.0,219279.0,,THIRUMAYAM,181,THIRUMAYAM,107642.0,112977.0,3.0,220622.0,2.0,54.0,82050.0,99315.0,3.0,1424.0,0.0,182792.0,0.0,82.85,180.0,0.0,945.0,181667.0,0.0,88.46085330008016,76.67794329289946,11.78
22,Pudukkottai,182,Alangudi,103987.0,106309.0,0.0,210296.0,,ALANGUDI,182,ALANGUDI,104833.0,107306.0,0.0,212139.0,1.0,61.0,82581.0,96333.0,0.0,1684.0,0.0,180598.0,0.0,85.13,115.0,0.0,673.0,179810.0,2.0,90.61603439031502,79.41473453412446,11.2
22,Pudukkottai,183,Aranthangi,112282.0,115305.0,1.0,227588.0,,ARANTHANGI,183,ARANTHANGI,113235.0,116597.0,2.0,229834.0,0.0,42.0,83069.0,97891.0,1.0,1831.0,0.0,182792.0,0.0,79.53,62.0,0.0,580.0,182150.0,7.0,84.89744590434066,73.98247270265938,10.91
23,Sivaganga,184,Karaikudi,148087.0,155256.0,28.0,303371.0,,KARAIKUDI,184,KARAIKUDI,149478.0,156617.0,29.0,306124.0,36.0,199.0,103529.0,123453.0,15.0,2628.0,0.0,229625.0,0.0,75.01,358.0,0.0,519.0,228748.0,4.0,79.51576750656979,69.91093073666156,9.6
23,Sivaganga,185,Tiruppattur,134270.0,139183.0,3.0,273456.0,,TIRUPPATTUR,185,TIRUPPATTUR,135526.0,140469.0,4.0,275999.0,25.0,95.0,95904.0,117835.0,2.0,2275.0,0.0,216016.0,0.0,78.27,306.0,0.0,747.0,214963.0,0.0,84.66191991838083,71.42623072912788,13.24
23,Sivaganga,186,Sivaganga,135113.0,141039.0,4.0,276156.0,,SIVAGANGA,186,SIVAGANGA,136503.0,142103.0,3.0,278609.0,12.0,485.0,94445.0,116940.0,0.0,3331.0,0.0,214716.0,0.0,77.07,649.0,0.0,1053.0,213014.0,0.0,82.91323676429924,69.90074974280788,13.01
23,Sivaganga,187,Manamadurai,126565.0,131048.0,3.0,257616.0,,MANAMADURAI,187,MANAMADURAI (SC),128154.0,132042.0,7.0,260203.0,2.0,821.0,95712.0,109493.0,2.0,3884.0,0.0,209091.0,0.0,80.36,448.0,0.0,846.0,207797.0,0.0,83.55182833770832,75.62280251254296,7.93
24,Madurai,188,Melur,113091.0,114687.0,11.0,227789.0,,MELUR,188,MELUR,114265.0,115785.0,11.0,230061.0,0.0,240.0,86585.0,102395.0,3.0,1839.0,0.0,190822.0,0.0,82.94,96.0,0.0,554.0,190172.0,0.0,89.2821331101171,76.56223749016279,12.72
24,Madurai,189,Madurai East,161361.0,169579.0,53.0,330993.0,,MADURAI EAST,189,MADURAI EAST,164049.0,172632.0,57.0,336738.0,1.0,211.0,129707.0,138577.0,28.0,3688.0,0.0,272000.0,0.0,80.77,434.0,0.0,1177.0,270389.0,0.0,81.7182552084869,80.38311611851687,1.34
24,Madurai,190,Sholavandan,104246.0,108243.0,13.0,212502.0,,SHOLAVANDAN,190,SHOLAVANDAN (SC),105847.0,109489.0,12.0,215348.0,1.0,563.0,91217.0,95865.0,6.0,2136.0,0.0,189224.0,0.0,87.87,144.0,0.0,571.0,188509.0,0.0,88.56461849727003,87.50167872148572,1.06
24,Madurai,191,Madurai North,106263.0,112410.0,46.0,218719.0,,MADURAI NORTH,191,MADURAI NORTH,107562.0,113714.0,50.0,221326.0,4.0,152.0,77515.0,82207.0,28.0,2141.0,0.0,161891.0,0.0,73.15,90.0,0.0,753.0,161048.0,0.0,73.13139400409216,72.94636891486218,0.19
24,Madurai,192,Madurai South,87179.0,90378.0,48.0,177605.0,,MADURAI SOUTH,192,MADURAI SOUTH,88345.0,91609.0,49.0,180003.0,2.0,84.0,69089.0,71609.0,3.0,897.0,0.0,141598.0,0.0,78.66,95.0,0.0,612.0,140891.0,3.0,79.23277788842418,79.24958992417899,-0.02
24,Madurai,193,Madurai Central,95632.0,101198.0,26.0,196856.0,,MADURAI CENTRAL,193,MADURAI CENTRAL,97051.0,102648.0,26.0,199725.0,1.0,107.0,71990.0,75495.0,15.0,1209.0,0.0,148709.0,0.0,74.46,123.0,0.0,656.0,147930.0,0.0,74.60127670507322,75.27814957336456,-0.68
24,Madurai,194,Madurai West,133116.0,138214.0,11.0,271341.0,,MADURAI WEST,194,MADURAI WEST,135219.0,140458.0,12.0,275689.0,6.0,173.0,104392.0,109850.0,6.0,2618.0,0.0,216866.0,0.0,78.66,463.0,0.0,893.0,215510.0,3.0,79.47820047173224,78.4218275789537,1.06
24,Madurai,195,Thiruparankundram,150598.0,157157.0,30.0,307785.0,,THIRUPARANKUNDRAM,195,THIRUPARANKUNDRAM,152686.0,158988.0,31.0,311705.0,6.0,305.0,123550.0,129783.0,14.0,2599.0,0.0,255946.0,0.0,82.11,480.0,0.0,1148.0,254318.0,3.0,82.58174946073035,82.03960211955005,0.54
24,Madurai,196,Thirumangalam,125756.0,133461.0,8.0,259225.0,,THIRUMANGALAM,196,THIRUMANGALAM,128372.0,134567.0,9.0,262948.0,0.0,1710.0,108399.0,118821.0,5.0,4319.0,0.0,231544.0,0.0,88.06,564.0,0.0,933.0,230047.0,1.0,89.03050329309686,86.19787525048507,2.83
24,Madurai,197,Usilampatti,131411.0,132724.0,6.0,264141.0,,USILAMPATTI,197,USILAMPATTI,134096.0,133865.0,8.0,267969.0,0.0,1777.0,107313.0,113527.0,4.0,3835.0,0.0,224679.0,0.0,83.85,631.0,0.0,692.0,223356.0,0.0,85.53615020644345,81.6621135216991,3.87
