AC_No,AC_Name,District,Reserved,Sl_No,Candidate_Name,Party_Full,Party_Short,Alliance,Symbol
204,SATTUR,Virudhunagar,GEN,7.0,THANGA DURAI. P,Puthiya Makkal Tamil Desam Katchi,PMTDK,-,Baby walker
204,SATTUR,Virudhunagar,GEN,8.0,MUTHUKANNU. C,Tamilaga Makkal Nala Katchi,,,Electric pole
204,SATTUR,Virudhunagar,GEN,9.0,VELMURUGAN. S,Puthiya Tamilagam,PT,-,Gas cylinder
204,SATTUR,Virudhunagar,GEN,10.0,AJITHKUMAR. S,Independent,IND,Independent,Ring
204,SATTUR,Virudhunagar,GEN,11.0,KALIRAJ. M,Independent,IND,Independent,Bat
204,SATTUR,Virudhunagar,GEN,12.0,SARAVANAN. P,Independent,IND,Independent,Ship
204,SATTUR,Virudhunagar,GEN,13.0,THANGA MARIAPPAN. J,Independent,IND,Independent,Mike
204,SATTUR,Virudhunagar,GEN,14.0,NARMADA NANDHAKUMAR,Independent,IND,Independent,Belt
204,SATTUR,Virudhunagar,GEN,15.0,MAHENDRAN. M,Independent,IND,Independent,Spanner
204,SATTUR,Virudhunagar,GEN,16.0,MAHESHKUMAR. M,Independent,IND,Independent,Matchbox
204,SATTUR,Virudhunagar,GEN,17.0,MANIVASAGAM.S,Independent,IND,Independent,Diamond
204,SATTUR,Virudhunagar,GEN,18.0,MAYAKKANNAN. V,Independent,IND,Independent,Gas Stove
204,SATTUR,Virudhunagar,GEN,19.0,MUTHARASAN. M,Independent,IND,Independent,Battery Torch
204,SATTUR,Virudhunagar,GEN,20.0,RAMESH KUMAR. B,Independent,IND,Independent,Jackfruit
204,SATTUR,Virudhunagar,GEN,21.0,VIJENDRAN. G,Independent,IND,Independent,Sewing machine
204,SATTUR,Virudhunagar,GEN,22.0,VENKATESAN. M,Independent,IND,Independent,Telephone
205,SIVAKASI,Virudhunagar,GEN,1.0,ASHOKAN G,Indian National Congress,INC,INDIA/SPA,Hand
205,SIVAKASI,Virudhunagar,GEN,2.0,ESTHER MARY DIANA A,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
205,SIVAKASI,Virudhunagar,GEN,3.0,SURESH K,Bahujan Samaj Party,BSP,Solo,Elephant
205,SIVAKASI,Virudhunagar,GEN,4.0,RAJENTHRABHALAJI K T,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
205,SIVAKASI,Virudhunagar,GEN,5.0,GANESAN M,All India Puratchi Thalaivar Makkal Munnetra Kazhagam,AIPTMK,-,Coconut farm
205,SIVAKASI,Virudhunagar,GEN,6.0,KANIPANDI M,Puthiya Tamilagam,PT,-,Gas cylinder
205,SIVAKASI,Virudhunagar,GEN,7.0,KEERTHANA S,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
205,SIVAKASI,Virudhunagar,GEN,8.0,CHINNADURAI ALIAS DIMITRO S,Communist Party of India (Marxist-Leninist) (Liberation),CPI(ML)L,-,Flag with three stars
205,SIVAKASI,Virudhunagar,GEN,9.0,GANESAN S,Independent,IND,Independent,Matchbox
205,SIVAKASI,Virudhunagar,GEN,10.0,GANESAN V,Independent,IND,Independent,Gift pack
205,SIVAKASI,Virudhunagar,GEN,11.0,NAGALAKSHMI V,Independent,IND,Independent,Pen drive
205,SIVAKASI,Virudhunagar,GEN,12.0,MURUGAN M,Independent,IND,Independent,Bucket
205,SIVAKASI,Virudhunagar,GEN,13.0,RAMESH P,Independent,IND,Independent,Pressure cooker
205,SIVAKASI,Virudhunagar,GEN,14.0,VENKATESH V,Independent,IND,Independent,Camera
206,VIRUDHUNAGAR,Virudhunagar,GEN,1.0,GANESAN V.G.,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
206,VIRUDHUNAGAR,Virudhunagar,GEN,2.0,LAKSHMANAN,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
206,VIRUDHUNAGAR,Virudhunagar,GEN,3.0,VIJAYAPRABHAKAR,Desiya Murpokku Dravida Kazhagam,DMDK,INDIA/SPA,Nagara
206,VIRUDHUNAGAR,Virudhunagar,GEN,4.0,SELVAM P,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
206,VIRUDHUNAGAR,Virudhunagar,GEN,5.0,BALASUBRAMANIAM M,Puthiya Tamilagam,PT,-,Gas cylinder
206,VIRUDHUNAGAR,Virudhunagar,GEN,6.0,RATHINARAJA S,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi,,,Battery Torch
206,VIRUDHUNAGAR,Virudhunagar,GEN,7.0,VIKRAMAN N,Desa Makkal Munnetrak Kazhagam,,,Mike
206,VIRUDHUNAGAR,Virudhunagar,GEN,8.0,AMIRTHA PANDI M.V,Independent,IND,Independent,Throwing a javelin
206,VIRUDHUNAGAR,Virudhunagar,GEN,9.0,AJAY I,Independent,IND,Independent,Noodles bowl
206,VIRUDHUNAGAR,Virudhunagar,GEN,10.0,GUNASUNDARAM R,Independent,IND,Independent,Ring
206,VIRUDHUNAGAR,Virudhunagar,GEN,11.0,GURUSAMY S,Independent,IND,Independent,Diamond
206,VIRUDHUNAGAR,Virudhunagar,GEN,12.0,SANTHOSH KUMAR R,Independent,IND,Independent,Ship
206,VIRUDHUNAGAR,Virudhunagar,GEN,13.0,SUBBURAJ K,Independent,IND,Independent,Bat
206,VIRUDHUNAGAR,Virudhunagar,GEN,14.0,MUTHUVEL S,Independent,IND,Independent,Pressure cooker
206,VIRUDHUNAGAR,Virudhunagar,GEN,15.0,RANJITH S,Independent,IND,Independent,Electric pole
207,ARUPPUKKOTTAI,Virudhunagar,GEN,1.0,RAMACHANDRAN. K.K.S.S.R,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
207,ARUPPUKKOTTAI,Virudhunagar,GEN,2.0,SETHUPATHY. S,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
207,ARUPPUKKOTTAI,Virudhunagar,GEN,3.0,MANIMARAN. G,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
207,ARUPPUKKOTTAI,Virudhunagar,GEN,4.0,ELANGO. G,Ezhuchi Tamilargal Munnetra Kazhagam,ETMK,-,Jackfruit
207,ARUPPUKKOTTAI,Virudhunagar,GEN,5.0,GANESAN. V,Puthiya Makkal Tamil Desam Katchi,PMTDK,-,Baby walker
207,ARUPPUKKOTTAI,Virudhunagar,GEN,6.0,KARTHIK KUMAR. K,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
207,ARUPPUKKOTTAI,Virudhunagar,GEN,7.0,SANJAY GANDHI. V,Desa Makkal Munnetrak Kazhagam,,,Mike
207,ARUPPUKKOTTAI,Virudhunagar,GEN,8.0,DHARMARAJ. P,All India Puratchi Thalaivar Makkal Munnetra Kazhagam,AIPTMK,-,Coconut farm
207,ARUPPUKKOTTAI,Virudhunagar,GEN,9.0,RAGUPATHI. K,Puthiya Tamilagam,PT,-,Gas cylinder
207,ARUPPUKKOTTAI,Virudhunagar,GEN,10.0,ARUMUGAM. V,Independent,IND,Independent,Gift pack
207,ARUPPUKKOTTAI,Virudhunagar,GEN,11.0,ANANDHAN. A,Independent,IND,Independent,Pressure cooker
207,ARUPPUKKOTTAI,Virudhunagar,GEN,12.0,KARTHIK. M,Independent,IND,Independent,Well
207,ARUPPUKKOTTAI,Virudhunagar,GEN,13.0,ADVOCATE SADHURAGIRI. M,Independent,IND,Independent,Helmet
207,ARUPPUKKOTTAI,Virudhunagar,GEN,14.0,CHINNASAMY. G,Independent,IND,Independent,Batsman
207,ARUPPUKKOTTAI,Virudhunagar,GEN,15.0,SUNDARAMAHALINGAM. A,Independent,IND,Independent,Bucket
207,ARUPPUKKOTTAI,Virudhunagar,GEN,16.0,SUNDARAMOORTHI. S,Independent,IND,Independent,Balloon
207,ARUPPUKKOTTAI,Virudhunagar,GEN,17.0,SURESHKUMAR. K,Independent,IND,Independent,Electric pole
207,ARUPPUKKOTTAI,Virudhunagar,GEN,18.0,SENTHILKUMAR. S,Independent,IND,Independent,Computer
207,ARUPPUKKOTTAI,Virudhunagar,GEN,19.0,PALANIKUMAR. M,Independent,IND,Independent,Biscuit
207,ARUPPUKKOTTAI,Virudhunagar,GEN,20.0,MARIVEL. K,Independent,IND,Independent,Bat
207,ARUPPUKKOTTAI,Virudhunagar,GEN,21.0,MUNIYANDI. M,Independent,IND,Independent,Iron
207,ARUPPUKKOTTAI,Virudhunagar,GEN,22.0,RAMAKRISHNAN. S,Independent,IND,Independent,Laptop
207,ARUPPUKKOTTAI,Virudhunagar,GEN,23.0,RAMAMOORTHY. G,Independent,IND,Independent,Matchbox
207,ARUPPUKKOTTAI,Virudhunagar,GEN,24.0,VEERARAJ. R,Independent,IND,Independent,Ring
207,ARUPPUKKOTTAI,Virudhunagar,GEN,25.0,VENKATESAN. P.S,Independent,IND,Independent,Calculator
208,TIRUCHULI,Virudhunagar,GEN,1.0,AVARANGADU KARTHIK RAJA,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
208,TIRUCHULI,Virudhunagar,GEN,2.0,THANGAM THENARASU,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
208,TIRUCHULI,Virudhunagar,GEN,3.0,RAJAVARMAN.M.S.R,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
208,TIRUCHULI,Virudhunagar,GEN,4.0,KANNAN.G,Ezhuchi Tamilargal Munnetra Kazhagam,ETMK,-,Jackfruit
208,TIRUCHULI,Virudhunagar,GEN,5.0,GUNASEKARAN.G,Puthiya Tamilagam,PT,-,Gas cylinder
208,TIRUCHULI,Virudhunagar,GEN,6.0,SAMAYAN.S,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
208,TIRUCHULI,Virudhunagar,GEN,7.0,MURUGESAPANDIAN.T,All India Puratchi Thalaivar Makkal Munnetra Kazhagam,AIPTMK,-,Coconut farm
208,TIRUCHULI,Virudhunagar,GEN,8.0,RAJKUMAR.D,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
208,TIRUCHULI,Virudhunagar,GEN,9.0,VELLAISAMY.P,Ahimsa Socialist Party,ASP,-,Bricks
208,TIRUCHULI,Virudhunagar,GEN,10.0,ARAVINTHASAMY.J,Independent,IND,Independent,Electric pole
208,TIRUCHULI,Virudhunagar,GEN,11.0,KALIMUTHU.S,Independent,IND,Independent,Swing
208,TIRUCHULI,Virudhunagar,GEN,12.0,GURUSAMY.T,Independent,IND,Independent,Tennis racket & ball
208,TIRUCHULI,Virudhunagar,GEN,13.0,CHENNA KESAVAN.P,Independent,IND,Independent,Refrigerator
208,TIRUCHULI,Virudhunagar,GEN,14.0,SETHURAMALINGAM.S,Independent,IND,Independent,CCTV Camera
208,TIRUCHULI,Virudhunagar,GEN,15.0,ADVOCATE THANGAPANDIAN,Independent,IND,Independent,Helmet
208,TIRUCHULI,Virudhunagar,GEN,16.0,NALLAMARUTHU.K,Independent,IND,Independent,Balloon
208,TIRUCHULI,Virudhunagar,GEN,17.0,PALANIYANDI.M,Independent,IND,Independent,Door bell
208,TIRUCHULI,Virudhunagar,GEN,18.0,MALAI ALAGU.M,Independent,IND,Independent,Telephone
208,TIRUCHULI,Virudhunagar,GEN,19.0,MARIMUTHU.M,Independent,IND,Independent,Capsicum
208,TIRUCHULI,Virudhunagar,GEN,20.0,MARNADU.M,Independent,IND,Independent,Flute
208,TIRUCHULI,Virudhunagar,GEN,21.0,MUNIYASAMY.R,Independent,IND,Independent,Coat
208,TIRUCHULI,Virudhunagar,GEN,22.0,RAJANGAM.C,Independent,IND,Independent,Chain
208,TIRUCHULI,Virudhunagar,GEN,23.0,JEYACHITRA,Independent,IND,Independent,Lighter
209,PARAMAKUDI,Ramanathapuram,SC,1.0,EZHIL ELAVARASI. R,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
209,PARAMAKUDI,Ramanathapuram,SC,2.0,ADVOCATE. KATHIRAVAN. K.K,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
209,PARAMAKUDI,Ramanathapuram,SC,3.0,DR. MUTHIAH. S,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
209,PARAMAKUDI,Ramanathapuram,SC,4.0,AMIRTHA. M,All India Puratchi Thalaivar Makkal Munnetra Kazhagam,AIPTMK,-,Coconut farm
209,PARAMAKUDI,Ramanathapuram,SC,5.0,RATHINA PRAKASH. K,Puthiya Tamilagam,PT,-,Gas cylinder
209,PARAMAKUDI,Ramanathapuram,SC,6.0,GOPIRAJAN. G,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
209,PARAMAKUDI,Ramanathapuram,SC,7.0,KATHIRAVAN. R,Independent,IND,Independent,Diamond
209,PARAMAKUDI,Ramanathapuram,SC,8.0,KARTHIK VANI. B,Independent,IND,Independent,Gramophone
209,PARAMAKUDI,Ramanathapuram,SC,9.0,MUTHTHIAH. M,Independent,IND,Independent,Pen drive
209,PARAMAKUDI,Ramanathapuram,SC,10.0,RADHA KRISHNAN. G,Independent,IND,Independent,Dish antenna
209,PARAMAKUDI,Ramanathapuram,SC,11.0,RAJA. M,Independent,IND,Independent,Kettle
209,PARAMAKUDI,Ramanathapuram,SC,12.0,RAJU. A,Independent,IND,Independent,Ship
210,TIRUVADANAI,Ramanathapuram,GEN,1.0,RM. KARUMANICKAM,Indian National Congress,INC,INDIA/SPA,Hand
210,TIRUVADANAI,Ramanathapuram,GEN,2.0,M.KEERTHIKA,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
210,TIRUVADANAI,Ramanathapuram,GEN,3.0,N PREMNATH,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
210,TIRUVADANAI,Ramanathapuram,GEN,4.0,A MUTHUSAMY,Bahujan Samaj Party,BSP,Solo,Elephant
210,TIRUVADANAI,Ramanathapuram,GEN,5.0,R ILAIYARAJA,Indhu Dravida Makkal Katchi,IDMK,-,Television
210,TIRUVADANAI,Ramanathapuram,GEN,6.0,K KALEESWARAN,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
210,TIRUVADANAI,Ramanathapuram,GEN,7.0,S SURESH KASINI VENTHAN,All India Forward Bloc,AIFB,-,Lion
210,TIRUVADANAI,Ramanathapuram,GEN,8.0,S.BALUSAMY,Puthiya Tamilagam,PT,-,Gas cylinder
210,TIRUVADANAI,Ramanathapuram,GEN,9.0,RAJEEV,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
210,TIRUVADANAI,Ramanathapuram,GEN,10.0,MS ABDUL BAKKI,Independent,IND,Independent,Matchbox
210,TIRUVADANAI,Ramanathapuram,GEN,11.0,ALLA PICHAI,Independent,IND,Independent,Almirah
210,TIRUVADANAI,Ramanathapuram,GEN,12.0,ALAGARSAMY PANDIAN,Independent,IND,Independent,Ship
210,TIRUVADANAI,Ramanathapuram,GEN,13.0,NANBU BAGURUDEEN,Independent,IND,Independent,Balloon
210,TIRUVADANAI,Ramanathapuram,GEN,14.0,SAKTHIKUMAR,Independent,IND,Independent,Black board
210,TIRUVADANAI,Ramanathapuram,GEN,15.0,B SIKKANDAR,Independent,IND,Independent,Bucket
210,TIRUVADANAI,Ramanathapuram,GEN,16.0,A SEGU ALI UDUMAN,Independent,IND,Independent,Refrigerator
210,TIRUVADANAI,Ramanathapuram,GEN,17.0,R THILAGESWARAN,Independent,IND,Independent,Flute
210,TIRUVADANAI,Ramanathapuram,GEN,18.0,A DINESH KUMAR,Independent,IND,Independent,Mike
210,TIRUVADANAI,Ramanathapuram,GEN,19.0,DEVASITHAM,Independent,IND,Independent,Bat
210,TIRUVADANAI,Ramanathapuram,GEN,20.0,A MANI,Independent,IND,Independent,Ring
210,TIRUVADANAI,Ramanathapuram,GEN,21.0,M.VIJAY,Independent,IND,Independent,Coconut farm
211,Ramanathapuram,Ramanathapuram,GEN,1.0,KATHARBATCHA MUTHURAMALINGAM,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
211,Ramanathapuram,Ramanathapuram,GEN,2.0,GBS K.NAGENDRAN,Bharatiya Janata Party,BJP,NDA,Lotus
211,Ramanathapuram,Ramanathapuram,GEN,3.0,S.M. MUTHU KESAVAN,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
211,Ramanathapuram,Ramanathapuram,GEN,4.0,DR.J. ABUBAKKAR SITHICK,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,APTADMK,-,Jackfruit
211,Ramanathapuram,Ramanathapuram,GEN,5.0,SHAHUL HAMEED,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
211,Ramanathapuram,Ramanathapuram,GEN,6.0,C. PARIRAJAN,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,VTVTK,-,Pestle and mortar
211,Ramanathapuram,Ramanathapuram,GEN,7.0,S. MURUGABOOPATHY,Communist Party of India (Marxist-Leninist) (Liberation),CPI(ML)L,-,Flag with three stars
211,Ramanathapuram,Ramanathapuram,GEN,8.0,KAN ILANGO,Independent,IND,Independent,Ship
211,Ramanathapuram,Ramanathapuram,GEN,9.0,KARTHIGAI PANDI,Independent,IND,Independent,Cauliflower
211,Ramanathapuram,Ramanathapuram,GEN,10.0,A. CHINNA RAJA,Independent,IND,Independent,Gas cylinder
211,Ramanathapuram,Ramanathapuram,GEN,11.0,BALAKRISHNAN,Independent,IND,Independent,Water melon
211,Ramanathapuram,Ramanathapuram,GEN,12.0,PULLANI,Independent,IND,Independent,Balloon
211,Ramanathapuram,Ramanathapuram,GEN,13.0,K. MALESWARAN,Independent,IND,Independent,Flute
212,Mudhukulathur,Ramanathapuram,GEN,1.0,CHANDRA PRABHA JEYAPAL,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
212,Mudhukulathur,Ramanathapuram,GEN,2.0,S.PANDI,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
212,Mudhukulathur,Ramanathapuram,GEN,3.0,R.S.RAJAKANNAPPAN,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
212,Mudhukulathur,Ramanathapuram,GEN,4.0,M. IRULANDI,Namadhu Makkal Katchi,NMK,-,Pen nib with seven rays
212,Mudhukulathur,Ramanathapuram,GEN,5.0,A. SARAVANAKUMAR,Naam Indiar Party,NIP,-,Spanner
212,Mudhukulathur,Ramanathapuram,GEN,6.0,K.SENTHIL MALLAR,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
212,Mudhukulathur,Ramanathapuram,GEN,7.0,G. SELVARAJ,Puthiya Makkal Tamil Desam Katchi,PMTDK,-,Baby walker
212,Mudhukulathur,Ramanathapuram,GEN,8.0,MALARVIZHI. B,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
212,Mudhukulathur,Ramanathapuram,GEN,9.0,C.MALAISELVAM,Puthiya Tamilagam,PT,-,Gas cylinder
212,Mudhukulathur,Ramanathapuram,GEN,10.0,DR.R.RAMKUMAR,All India Puratchi Thalaivar Makkal Munnetra Kazhagam,AIPTMK,-,Coconut farm
212,Mudhukulathur,Ramanathapuram,GEN,11.0,K.GANGAI AMARAN,Independent,IND,Independent,Football player
212,Mudhukulathur,Ramanathapuram,GEN,12.0,M.KARUPPA SAMY,Independent,IND,Independent,Boat with man and sail
212,Mudhukulathur,Ramanathapuram,GEN,13.0,C.KENGUSAMY,Independent,IND,Independent,Bricks
212,Mudhukulathur,Ramanathapuram,GEN,14.0,SATHIYAM C.SARAVANAN,Independent,IND,Independent,Jackfruit
212,Mudhukulathur,Ramanathapuram,GEN,15.0,V.PANDI,Independent,IND,Independent,Electric pole
212,Mudhukulathur,Ramanathapuram,GEN,16.0,M.BOOMINATHAN (A) M.K.VAIYAVAN,Independent,IND,Independent,Matchbox
212,Mudhukulathur,Ramanathapuram,GEN,17.0,K.MURUGAN,Independent,IND,Independent,Road roller
212,Mudhukulathur,Ramanathapuram,GEN,18.0,R.MOOVENDRAN,Independent,IND,Independent,Battery Torch
212,Mudhukulathur,Ramanathapuram,GEN,19.0,RAVI GOVINTHAN,Independent,IND,Independent,Cauliflower
212,Mudhukulathur,Ramanathapuram,GEN,20.0,K.RAJAKUMAR,Independent,IND,Independent,Ship
213,Vilathikulam,Thoothukkudi,GEN,1.0,R. SATHYA,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
213,Vilathikulam,Thoothukkudi,GEN,2.0,BALAJI RAMACHANDRAN,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
213,Vilathikulam,Thoothukkudi,GEN,3.0,MARKANDAYAN G V,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
213,Vilathikulam,Thoothukkudi,GEN,4.0,P. KASIRAM,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
213,Vilathikulam,Thoothukkudi,GEN,5.0,R. PERUMAL,Naam Indiar Party,NIP,-,Spanner
213,Vilathikulam,Thoothukkudi,GEN,6.0,C. PONPANDI,All India Puratchi Thalaivar Makkal Munnetra Kazhagam,AIPTMK,-,Coconut farm
213,Vilathikulam,Thoothukkudi,GEN,7.0,P.MADASAMY,Puthiya Tamilagam,PT,-,Gas cylinder
213,Vilathikulam,Thoothukkudi,GEN,8.0,K. AJAY KUMAR,Independent,IND,Independent,Diamond
213,Vilathikulam,Thoothukkudi,GEN,9.0,V. GANESAN,Independent,IND,Independent,Bat
213,Vilathikulam,Thoothukkudi,GEN,10.0,A. PATTURAJ,Independent,IND,Independent,T.V. Remote
213,Vilathikulam,Thoothukkudi,GEN,11.0,A. PRABAHAR,Independent,IND,Independent,Air conditioner
213,Vilathikulam,Thoothukkudi,GEN,12.0,M. PONNUSAMY,Independent,IND,Independent,Television
213,Vilathikulam,Thoothukkudi,GEN,13.0,G. MUNIYASAMY,Independent,IND,Independent,Calculator
213,Vilathikulam,Thoothukkudi,GEN,14.0,P. RAJASEKARAN,Independent,IND,Independent,Matchbox
213,Vilathikulam,Thoothukkudi,GEN,15.0,P. JEYAKUMAR,Independent,IND,Independent,Balloon
214,Thoothukkudi,Thoothukkudi,GEN,1.0,P. GEETHA JEEVAN,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
214,Thoothukkudi,Thoothukkudi,GEN,2.0,CHELLAPANDIAN S.T.,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
214,Thoothukkudi,Thoothukkudi,GEN,3.0,JACOB DEVADOSS ABISHEAK R.,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
214,Thoothukkudi,Thoothukkudi,GEN,4.0,YESADURAI S.,All India Puratchi Thalaivar Makkal Munnetra Kazhagam,AIPTMK,-,Coconut farm
214,Thoothukkudi,Thoothukkudi,GEN,5.0,KIDAR SAMSDEEN N.A.,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
214,Thoothukkudi,Thoothukkudi,GEN,6.0,SAHAYAM T.,Communist Party of India (Marxist-Leninist) (Liberation),CPI(ML)L,-,Flag with three stars
214,Thoothukkudi,Thoothukkudi,GEN,7.0,PRASANNA KUMAR M.,Makkal Nalvaazhvuk Katchi,MNK,-,Ship
214,Thoothukkudi,Thoothukkudi,GEN,8.0,PONKUMARAN P.P.M.T,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi,NNMNK,-,Mike
214,Thoothukkudi,Thoothukkudi,GEN,9.0,SRIKANTH M.V.,Naam Indiar Party,NIP,-,Spanner
214,Thoothukkudi,Thoothukkudi,GEN,10.0,SRINATH,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
214,Thoothukkudi,Thoothukkudi,GEN,11.0,SAMUEL J.,Independent,IND,Independent,Tea filter
214,Thoothukkudi,Thoothukkudi,GEN,12.0,DHINAKARAN S.T.R.M.,Independent,IND,Independent,Pressure cooker
214,Thoothukkudi,Thoothukkudi,GEN,13.0,BABU P.,Independent,IND,Independent,Pen nib with seven rays
214,Thoothukkudi,Thoothukkudi,GEN,14.0,MARUTHU PANDIAN P.,Independent,IND,Independent,Jackfruit
214,Thoothukkudi,Thoothukkudi,GEN,15.0,MUNEESWARA MOORTHY S.,Independent,IND,Independent,Diamond
215,Tiruchendur,Thoothukkudi,GEN,1.0,ANITHA R. RADHAKRISHNAN,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
215,Tiruchendur,Thoothukkudi,GEN,2.0,OPHILIYA,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
215,Tiruchendur,Thoothukkudi,GEN,3.0,K R M RADHAKRISHNAN,Bharatiya Janata Party,BJP,NDA,Lotus
215,Tiruchendur,Thoothukkudi,GEN,4.0,GOPALAKRISHNAN,All India Puratchi Thalaivar Makkal Munnetra Kazhagam,AIPTMK,-,Coconut farm
215,Tiruchendur,Thoothukkudi,GEN,5.0,PACKIA SAM. T,Naam Indiar Party,NIP,-,Spanner
215,Tiruchendur,Thoothukkudi,GEN,6.0,MAHARAJAN. M,Puthiya Makkal Tamil Desam Katchi,PMTDK,-,Baby walker
215,Tiruchendur,Thoothukkudi,GEN,7.0,J. MURUGAN,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
215,Tiruchendur,Thoothukkudi,GEN,8.0,RASIK MUSSAMMIL. K,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
215,Tiruchendur,Thoothukkudi,GEN,9.0,SHAIK ABDUL KADER. P.S.J,Independent,IND,Independent,Diamond
215,Tiruchendur,Thoothukkudi,GEN,10.0,MEERA SAHIB,Independent,IND,Independent,Black board
215,Tiruchendur,Thoothukkudi,GEN,11.0,RAJALINGAM. M,Independent,IND,Independent,Belt
215,Tiruchendur,Thoothukkudi,GEN,12.0,VEERAPPA. T,Independent,IND,Independent,Bench
215,Tiruchendur,Thoothukkudi,GEN,13.0,VENKATESH PERUMAL. S,Independent,IND,Independent,Ship
216,Srivaikuntam,Thoothukkudi,GEN,1.0,OORVASI AMIRTHARAJ. S,Indian National Congress,INC,INDIA/SPA,Hand
216,Srivaikuntam,Thoothukkudi,GEN,2.0,SHUNMUGASUNDARAM. S,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
216,Srivaikuntam,Thoothukkudi,GEN,3.0,SHANMUGANATHAN. S. P,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
216,Srivaikuntam,Thoothukkudi,GEN,4.0,SARAVANAN. G,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
216,Srivaikuntam,Thoothukkudi,GEN,5.0,SUDALAIMANI. A,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi,NNMNK,-,Balloon
216,Srivaikuntam,Thoothukkudi,GEN,6.0,SUBRAMANIAN. M,Puthiya Makkal Tamil Desam Katchi,PMTDK,-,Baby walker
216,Srivaikuntam,Thoothukkudi,GEN,7.0,BHARATH. M,Naam Indiar Party,NIP,-,Spanner
216,Srivaikuntam,Thoothukkudi,GEN,8.0,MUNDASAMY. K,Vishwa Tamil Kazhagam,VTK,-,Ring
216,Srivaikuntam,Thoothukkudi,GEN,9.0,MUTHURAMALINGAM. S,All India Forward Bloc,AIFB,-,Lion
216,Srivaikuntam,Thoothukkudi,GEN,10.0,RAJASUTHAN. N,Puthiya Tamilagam,PT,-,Gas cylinder
216,Srivaikuntam,Thoothukkudi,GEN,11.0,VIYANARASU. A,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
216,Srivaikuntam,Thoothukkudi,GEN,12.0,ARUNACHALAM. C,Independent,IND,Independent,Ship
216,Srivaikuntam,Thoothukkudi,GEN,13.0,BISHOP DR GODFREY NOBLE,Independent,IND,Independent,Tube light
216,Srivaikuntam,Thoothukkudi,GEN,14.0,MURUGAN. S,Independent,IND,Independent,Bangles
