AC_No,AC_Name,District,Reserved,Sl_No,Candidate_Name,Party_Full,Party_Short,Alliance,Symbol
133,Vedasandur,Dindigul,GEN,1,KHAJA HUSSAIN AHAMED. A,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
133,Vedasandur,Dindigul,GEN,2,SAMINATHAN. T,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
133,Vedasandur,Dindigul,GEN,3,PARAMASIVAM. V.P.B.,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
133,Vedasandur,Dindigul,GEN,4,DR.NAKAJOTHI. N,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
133,Vedasandur,Dindigul,GEN,5,BOOMIRAJ. K,Samaniya Makkal Nala Katchi,SMNK,-,Walking stick
133,Vedasandur,Dindigul,GEN,6,RAMESH. T,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
133,Vedasandur,Dindigul,GEN,7,RAVI. R,Communist Party of India (Marxist-Leninist) (Liberation),CPI(ML)L,-,Flag with three stars
133,Vedasandur,Dindigul,GEN,8,SURESH. B,Independent,IND,Independent,Bat
133,Vedasandur,Dindigul,GEN,9,SELVARAJ. V,Independent,IND,Independent,Computer
133,Vedasandur,Dindigul,GEN,10,DHIVAKAR. A,Independent,IND,Independent,Gift pack
133,Vedasandur,Dindigul,GEN,11,NATCHIMUTHU. R,Independent,IND,Independent,Box
133,Vedasandur,Dindigul,GEN,12,MANIKANDAPRABHU. N C,Independent,IND,Independent,Pressure cooker
133,Vedasandur,Dindigul,GEN,13,MANEESHANKAR. M.G.,Independent,IND,Independent,Jackfruit
133,Vedasandur,Dindigul,GEN,14,MARIMUTHU. S,Independent,IND,Independent,Table
133,Vedasandur,Dindigul,GEN,15,MURUGAN. V,Independent,IND,Independent,Diamond
134,Aravakurichi,Karur,GEN,1,ELANGO R,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
134,Aravakurichi,Karur,GEN,2,SUGANYA S,Bahujan Samaj Party,BSP,Solo,Elephant
134,Aravakurichi,Karur,GEN,3,SELVAKUMAR K,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
134,Aravakurichi,Karur,GEN,4,NAREN S,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
134,Aravakurichi,Karur,GEN,5,ASIYA BEGUM,All India Puratchi Thalaivar Makkal Munnetra Kazhagam,AIPTMK,-,Coconut farm
134,Aravakurichi,Karur,GEN,6,KARTHIKEYAN P,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
134,Aravakurichi,Karur,GEN,7,SAKTHIVEL R,Viduthalai Kalam Katchi,VKK,-,Gas cylinder
134,Aravakurichi,Karur,GEN,8,RAVI AG,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
134,Aravakurichi,Karur,GEN,9,ARAGUMANI G,Independent,IND,Independent,Road roller
134,Aravakurichi,Karur,GEN,10,ARIVALAGAN M,Independent,IND,Independent,Bench
134,Aravakurichi,Karur,GEN,11,KATHIRESAN M,Independent,IND,Independent,Flute
134,Aravakurichi,Karur,GEN,12,KAVIYARASU T,Independent,IND,Independent,Scissors
134,Aravakurichi,Karur,GEN,13,KIRUBANANTH S,Independent,IND,Independent,Cauliflower
134,Aravakurichi,Karur,GEN,14,SILAMBARASAN P,Independent,IND,Independent,Head phone
134,Aravakurichi,Karur,GEN,15,SIVALINGAM T,Independent,IND,Independent,Pen drive
134,Aravakurichi,Karur,GEN,16,SOWMIYA R,Independent,IND,Independent,Calculator
134,Aravakurichi,Karur,GEN,17,TAMILARAGAN M,Independent,IND,Independent,Football player
134,Aravakurichi,Karur,GEN,18,NATARAJAN P,Independent,IND,Independent,Diamond
134,Aravakurichi,Karur,GEN,19,NARENDRAKUMAR G,Independent,IND,Independent,Black board
134,Aravakurichi,Karur,GEN,20,NATCHIMUTHU V,Independent,IND,Independent,Hand cart
134,Aravakurichi,Karur,GEN,21,PRAVEEN S,Independent,IND,Independent,Truck
134,Aravakurichi,Karur,GEN,22,ROOPATHY S,Independent,IND,Independent,Sitar
134,Aravakurichi,Karur,GEN,23,MANIKANDAN T,Independent,IND,Independent,CCTV Camera
134,Aravakurichi,Karur,GEN,24,MATHIYALAGAN P,Independent,IND,Independent,Telephone
134,Aravakurichi,Karur,GEN,25,MURUGESAN R,Independent,IND,Independent,Baby walker
134,Aravakurichi,Karur,GEN,26,MOHANKUMAR K,Independent,IND,Independent,Batsman
134,Aravakurichi,Karur,GEN,27,RAGUPATHI S,Independent,IND,Independent,Electric pole
134,Aravakurichi,Karur,GEN,28,RAMALINGAM V,Independent,IND,Independent,Grapes
134,Aravakurichi,Karur,GEN,29,RAJASEKARAN N,Independent,IND,Independent,Water melon
134,Aravakurichi,Karur,GEN,30,RAJENDERAN N,Independent,IND,Independent,Gas Stove
135,Karur,Karur,GEN,1,KARUPPAIYA. R,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
135,Karur,Karur,GEN,2,AASEE.M. THIAGARAJAN,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
135,Karur,Karur,GEN,3,M.R. VIJAYABHASKAR,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
135,Karur,Karur,GEN,4,JAYAGOPAL. P,Bahujan Samaj Party,BSP,Solo,Elephant
135,Karur,Karur,GEN,5,KALIMUTHU. V,Samaniya Makkal Nala Katchi,SMNK,-,Walking stick
135,Karur,Karur,GEN,6,GUNASEKARAN. K,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
135,Karur,Karur,GEN,7,MATHIYALAGAN V.P,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
135,Karur,Karur,GEN,8,RAMACHANDRAN. A,Ganasangam Party of India,GPI,-,Lady finger
135,Karur,Karur,GEN,9,ASARUDHEEN. A,Independent,IND,Independent,Harmonium
135,Karur,Karur,GEN,10,ARULMANIYARASU. P,Independent,IND,Independent,Diesel pump
135,Karur,Karur,GEN,11,ANBARASAN. N,Independent,IND,Independent,Jackfruit
135,Karur,Karur,GEN,12,ANBAZHAGAN. T,Independent,IND,Independent,Diamond
135,Karur,Karur,GEN,13,ELAMATHI. S,Independent,IND,Independent,Pen drive
135,Karur,Karur,GEN,14,KATHIRAVAN. P,Independent,IND,Independent,Table
135,Karur,Karur,GEN,15,KATHIRVEL. K,Independent,IND,Independent,Bench
135,Karur,Karur,GEN,16,KANDASAMY. P,Independent,IND,Independent,Door bell
135,Karur,Karur,GEN,17,KARUNAMOORTHY. S,Independent,IND,Independent,Tennis racket & ball
135,Karur,Karur,GEN,18,KALAIRAJ. K,Independent,IND,Independent,Water melon
135,Karur,Karur,GEN,19,KANAGARAJ. S,Independent,IND,Independent,Tiller
135,Karur,Karur,GEN,20,KANAGARAJ. P,Independent,IND,Independent,Pen stand
135,Karur,Karur,GEN,21,KARTHIKPERUMAL. R,Independent,IND,Independent,Letter box
135,Karur,Karur,GEN,22,KALIMUTHU. R,Independent,IND,Independent,Hand cart
135,Karur,Karur,GEN,23,KRISHNAKUMAR. K,Independent,IND,Independent,Computer
135,Karur,Karur,GEN,24,GOPALA KRISHNAN. A,Independent,IND,Independent,Pestle and mortar
135,Karur,Karur,GEN,25,SATHISH KUMAR. S,Independent,IND,Independent,Gramophone
135,Karur,Karur,GEN,26,SATHISH. P,Independent,IND,Independent,Ring
135,Karur,Karur,GEN,27,SAMPATH. S,Independent,IND,Independent,CCTV Camera
135,Karur,Karur,GEN,28,SARAVANAN. R,Independent,IND,Independent,Gas Stove
135,Karur,Karur,GEN,29,SIVAKUMAR. A,Independent,IND,Independent,Matchbox
135,Karur,Karur,GEN,30,SIVAKUMAR. N,Independent,IND,Independent,Laptop
135,Karur,Karur,GEN,31,SIVAKUMAR. V,Independent,IND,Independent,Chess board
135,Karur,Karur,GEN,32,SEETHA LAKSHMI. D,Independent,IND,Independent,T.V. Remote
135,Karur,Karur,GEN,33,SUBASH MALAYALAM. T,Independent,IND,Independent,Rubber stamp
135,Karur,Karur,GEN,34,SURIYAKUMAR. J,Independent,IND,Independent,Funnel
135,Karur,Karur,GEN,35,SENBAGAKUMAR. L,Independent,IND,Independent,Grapes
135,Karur,Karur,GEN,36,SENTHILKUMAR. G,Independent,IND,Independent,Bat
135,Karur,Karur,GEN,37,SENTHILKUMAR. M,Independent,IND,Independent,Chakki
135,Karur,Karur,GEN,38,SOUNDARA RAJAN. R,Independent,IND,Independent,Stool
135,Karur,Karur,GEN,39,SOUNDARYAN. K,Independent,IND,Independent,Black board
135,Karur,Karur,GEN,40,DANIYA. P,Independent,IND,Independent,Gas cylinder
135,Karur,Karur,GEN,41,THANGAVELRAJ. S,Independent,IND,Independent,Chimney
135,Karur,Karur,GEN,42,THAMILAGAN. A,Independent,IND,Independent,Immersion rod
135,Karur,Karur,GEN,43,THIYAGARAJAN. M,Independent,IND,Independent,Lighter
135,Karur,Karur,GEN,44,THIRUGNANAM. M,Independent,IND,Independent,Nail cutter
135,Karur,Karur,GEN,45,DINESH. B,Independent,IND,Independent,Bangles
135,Karur,Karur,GEN,46,DINESH KUMAR. K,Independent,IND,Independent,Coat
135,Karur,Karur,GEN,47,DURAISAMY. J,Independent,IND,Independent,Chain
135,Karur,Karur,GEN,48,DEVASTIN AUGUSTIN. G,Independent,IND,Independent,Tooth paste
135,Karur,Karur,GEN,49,NANDHAKUMAR. A,Independent,IND,Independent,Brief case
135,Karur,Karur,GEN,50,PARAMESWARI,Independent,IND,Independent,Coconut farm
135,Karur,Karur,GEN,51,PALAMUTHIR SELVAN. O,Independent,IND,Independent,Ship
135,Karur,Karur,GEN,52,PALANIRAJAN. K,Independent,IND,Independent,Refrigerator
135,Karur,Karur,GEN,53,PALANIVEL. P,Independent,IND,Independent,Pressure cooker
135,Karur,Karur,GEN,54,BABU. G,Independent,IND,Independent,Pen nib with seven rays
135,Karur,Karur,GEN,55,BHARATHI. P,Independent,IND,Independent,Balloon
135,Karur,Karur,GEN,56,BASKAR. P,Independent,IND,Independent,Batsman
135,Karur,Karur,GEN,57,PRAKASH. N,Independent,IND,Independent,Noodles bowl
135,Karur,Karur,GEN,58,PRASANTH. S,Independent,IND,Independent,Television
135,Karur,Karur,GEN,59,PRAVEENKUMAR. J,Independent,IND,Independent,Peas
135,Karur,Karur,GEN,60,MANIKANDAN,Independent,IND,Independent,Capsicum
135,Karur,Karur,GEN,61,MATHANRAJ. P,Independent,IND,Independent,Ludo
135,Karur,Karur,GEN,62,MAILVAGANAN. B,Independent,IND,Independent,Sitar
135,Karur,Karur,GEN,63,MANOJ. P,Independent,IND,Independent,Football player
135,Karur,Karur,GEN,64,MARIAMMAL. P.M,Independent,IND,Independent,Box
135,Karur,Karur,GEN,65,MOHAMAD ISMAIL. M,Independent,IND,Independent,Mike
135,Karur,Karur,GEN,66,MUTHU. K.R,Independent,IND,Independent,Scissors
135,Karur,Karur,GEN,67,MURALI. M,Independent,IND,Independent,Computer mouse
135,Karur,Karur,GEN,68,YOONUS ALI. R,Independent,IND,Independent,Cake
135,Karur,Karur,GEN,69,RAGURAMAN MURUGANANTHAM,Independent,IND,Independent,Gift pack
135,Karur,Karur,GEN,70,RAJAPANDIAN. K,Independent,IND,Independent,Hour glass
135,Karur,Karur,GEN,71,VANITHA. K.M,Independent,IND,Independent,Flute
135,Karur,Karur,GEN,72,VIGNESHWARAN. D,Independent,IND,Independent,Calculator
135,Karur,Karur,GEN,73,VINEETH. B,Independent,IND,Independent,Drill machine
135,Karur,Karur,GEN,74,VINOTHKUMAR. N,Independent,IND,Independent,Dish antenna
135,Karur,Karur,GEN,75,VIJAYA BASKAR. R.V,Independent,IND,Independent,Brush
135,Karur,Karur,GEN,76,VIJAYAN. K,Independent,IND,Independent,Electric pole
135,Karur,Karur,GEN,77,STEPHENRAJ. L,Independent,IND,Independent,Helmet
135,Karur,Karur,GEN,78,HARI RAAJ. B,Independent,IND,Independent,Air conditioner
135,Karur,Karur,GEN,79,HARIHARAN. S,Independent,IND,Independent,Well
136,Krishnarayapuram,Karur,SC,1,GOMATHI. M,Bahujan Samaj Party,BSP,Solo,Elephant
136,Krishnarayapuram,Karur,SC,2,SATHIYA. V,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
136,Krishnarayapuram,Karur,SC,3,DR. DHIVYA. S,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
136,Krishnarayapuram,Karur,SC,4,RAJA. C.K,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
136,Krishnarayapuram,Karur,SC,5,SATHYA. M,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
136,Krishnarayapuram,Karur,SC,6,SARAVANAN. V,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
136,Krishnarayapuram,Karur,SC,7,SOUNDRAPANDIAN. S,Ganasangam Party of India,GPI,-,Lady finger
136,Krishnarayapuram,Karur,SC,8,BALSAMY. B,Naadaalum Makkal Katchi,NMK,-,Pen nib with seven rays
136,Krishnarayapuram,Karur,SC,9,RAJAGURU. M,Samaniya Makkal Nala Katchi,SMNK,-,Walking stick
136,Krishnarayapuram,Karur,SC,10,INDRAGANDHI. P,Independent,IND,Independent,Jackfruit
136,Krishnarayapuram,Karur,SC,11,GANESAN. P,Independent,IND,Independent,Computer
136,Krishnarayapuram,Karur,SC,12,SAKTHIVEL. A,Independent,IND,Independent,Television
136,Krishnarayapuram,Karur,SC,13,SASIKUMAR. M,Independent,IND,Independent,Coconut farm
136,Krishnarayapuram,Karur,SC,14,SENTHIL. P.M.,Independent,IND,Independent,Bat
136,Krishnarayapuram,Karur,SC,15,CHELLADURAI. M,Independent,IND,Independent,Pressure cooker
136,Krishnarayapuram,Karur,SC,16,SELVAKUMAR. S,Independent,IND,Independent,Matchbox
136,Krishnarayapuram,Karur,SC,17,DINESH KUMAR. A,Independent,IND,Independent,Ring
136,Krishnarayapuram,Karur,SC,18,DINESH KUMAR. N,Independent,IND,Independent,Laptop
136,Krishnarayapuram,Karur,SC,19,NAVEENTH. M,Independent,IND,Independent,Chess board
136,Krishnarayapuram,Karur,SC,20,PARAMESWARAN. M,Independent,IND,Independent,Electric pole
136,Krishnarayapuram,Karur,SC,21,PRAGANTH. D,Independent,IND,Independent,Cauliflower
136,Krishnarayapuram,Karur,SC,22,BABY. P,Independent,IND,Independent,Bench
136,Krishnarayapuram,Karur,SC,23,PORSELVAN. B.S,Independent,IND,Independent,Gift pack
136,Krishnarayapuram,Karur,SC,24,MAHAMUNI. A,Independent,IND,Independent,Biscuit
136,Krishnarayapuram,Karur,SC,25,MANICKAVEL. R,Independent,IND,Independent,Diamond
136,Krishnarayapuram,Karur,SC,26,MURUGAN. S,Independent,IND,Independent,Battery Torch
136,Krishnarayapuram,Karur,SC,27,MURUGANANDHAM. R.K,Independent,IND,Independent,Harmonium
136,Krishnarayapuram,Karur,SC,28,VIMALRAJ. S,Independent,IND,Independent,Telephone
137,KULITHALAI,Karur,GEN,1,S.KARUNAKARAN,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
137,KULITHALAI,Karur,GEN,2,SURIYANURA CHANDRAN,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
137,KULITHALAI,Karur,GEN,3,SELVA.NANMAARAN,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
137,KULITHALAI,Karur,GEN,4,BALASUBRAMANI G,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
137,KULITHALAI,Karur,GEN,5,P.MURUGAN,Ganasangam Party of India,GPI,-,Lady finger
137,KULITHALAI,Karur,GEN,6,M.ARUNKUMAR,Independent,IND,Independent,Bread
137,KULITHALAI,Karur,GEN,7,R.ARUNKUMAR,Independent,IND,Independent,Bucket
137,KULITHALAI,Karur,GEN,8,S.IMRANKHAN,Independent,IND,Independent,Belt
137,KULITHALAI,Karur,GEN,9,O.KATHALINGAM,Independent,IND,Independent,Camera
137,KULITHALAI,Karur,GEN,10,M.GAYATHIRI,Independent,IND,Independent,Brief case
137,KULITHALAI,Karur,GEN,11,B.KAJAA MOHIDEEN,Independent,IND,Independent,Bangles
137,KULITHALAI,Karur,GEN,12,CHANDRASEKAR P,Independent,IND,Independent,Gas cylinder
137,KULITHALAI,Karur,GEN,13,J.SANTHOSH KUMAR,Independent,IND,Independent,Black board
137,KULITHALAI,Karur,GEN,14,B.SAMPATHKUMAR,Independent,IND,Independent,Bead necklace
137,KULITHALAI,Karur,GEN,15,D.SARAVANAN,Independent,IND,Independent,Baby walker
137,KULITHALAI,Karur,GEN,16,V.CHINNASAMY,Independent,IND,Independent,Box
137,KULITHALAI,Karur,GEN,17,S.SENTHIL KUMAR,Independent,IND,Independent,Batsman
137,KULITHALAI,Karur,GEN,18,P.SELVAKUMAR,Independent,IND,Independent,Almirah
137,KULITHALAI,Karur,GEN,19,T.SELVARAJ,Independent,IND,Independent,Helmet
137,KULITHALAI,Karur,GEN,20,K.SHEIK ANWARDEEN,Independent,IND,Independent,Boat with man and sail
137,KULITHALAI,Karur,GEN,21,M.TAMILSELVAN,Independent,IND,Independent,Biscuit
137,KULITHALAI,Karur,GEN,22,J.PRATHAP,Independent,IND,Independent,Bench
137,KULITHALAI,Karur,GEN,23,M.MAYILVAGANAN,Independent,IND,Independent,Cake
137,KULITHALAI,Karur,GEN,24,J.MADHAVAN,Independent,IND,Independent,Air conditioner
137,KULITHALAI,Karur,GEN,25,T.MURUGANTHAM,Independent,IND,Independent,Television
137,KULITHALAI,Karur,GEN,26,N.RAMAKRISHNAN,Independent,IND,Independent,Bat
137,KULITHALAI,Karur,GEN,27,M.VADIVELAN,Independent,IND,Independent,Brush
137,KULITHALAI,Karur,GEN,28,K.VEERAMALAI,Independent,IND,Independent,Bicycle pump
137,KULITHALAI,Karur,GEN,29,K.HAKKIM,Independent,IND,Independent,Balloon
138,MANAPPARAI,Tiruchirappalli,GEN,1,P. ABDUL SAMED,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
138,MANAPPARAI,Tiruchirappalli,GEN,2,M. ARUNAGIRI,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
138,MANAPPARAI,Tiruchirappalli,GEN,3,DR. PL. VIJAYAKUMAR,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
138,MANAPPARAI,Tiruchirappalli,GEN,4,AROCKIARAJ .A,Samaniya Makkal Nala Katchi,SMNK,-,Walking stick
138,MANAPPARAI,Tiruchirappalli,GEN,5,R. KATHIRAVAN,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
138,MANAPPARAI,Tiruchirappalli,GEN,6,P. MEENA,Puthiya Tamilagam,PT,-,Gas cylinder
138,MANAPPARAI,Tiruchirappalli,GEN,7,RAJAVARMAN .R,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
138,MANAPPARAI,Tiruchirappalli,GEN,8,A. RAMAN,Independent,IND,Independent,Water melon
138,MANAPPARAI,Tiruchirappalli,GEN,9,KATHIRAVAN .M,Independent,IND,Independent,Ship
138,MANAPPARAI,Tiruchirappalli,GEN,10,M. KARUPPAN,Independent,IND,Independent,Diamond
138,MANAPPARAI,Tiruchirappalli,GEN,11,KUTTAIAN,Independent,IND,Independent,Bucket
138,MANAPPARAI,Tiruchirappalli,GEN,12,SARPHUDIN,Independent,IND,Independent,Television
138,MANAPPARAI,Tiruchirappalli,GEN,13,P. CHINNAN,Independent,IND,Independent,Cake
138,MANAPPARAI,Tiruchirappalli,GEN,14,A. SENTHIL KUMAR,Independent,IND,Independent,Gift pack
138,MANAPPARAI,Tiruchirappalli,GEN,15,PERIYAKKA,Independent,IND,Independent,Matchbox
138,MANAPPARAI,Tiruchirappalli,GEN,16,RAJESH .M,Independent,IND,Independent,Tennis racket & ball
138,MANAPPARAI,Tiruchirappalli,GEN,17,P. VIJAYAKUMAR,Independent,IND,Independent,Balloon
138,MANAPPARAI,Tiruchirappalli,GEN,18,M. VIJAYA KUMAR,Independent,IND,Independent,Scissors
139,SRIRANGAM,Tiruchirappalli,GEN,1,ALLIMUTHU.M,Bahujan Samaj Party,BSP,Solo,Elephant
139,SRIRANGAM,Tiruchirappalli,GEN,2,DHARMARAJ. M,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
139,SRIRANGAM,Tiruchirappalli,GEN,3,S. DURAIRAJ,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
139,SRIRANGAM,Tiruchirappalli,GEN,4,R.MANOHARAN,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
139,SRIRANGAM,Tiruchirappalli,GEN,5,KAMARAJ.K,Samaniya Makkal Nala Katchi,SMNK,-,Walking stick
139,SRIRANGAM,Tiruchirappalli,GEN,6,KUMAR. P,Akila Inthiya Makkal Marumalarchi Kazhakam,AIMMK,-,Bicycle pump
139,SRIRANGAM,Tiruchirappalli,GEN,7,K. SAKTHIVEL,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,AMMK,NDA,Jackfruit
139,SRIRANGAM,Tiruchirappalli,GEN,8,NEWTON.A,Puthiya Tamilagam,PT,-,Gas cylinder
139,SRIRANGAM,Tiruchirappalli,GEN,9,MURALI .N,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
139,SRIRANGAM,Tiruchirappalli,GEN,10,RAMESH,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
139,SRIRANGAM,Tiruchirappalli,GEN,11,VIJAY .A,All India Puratchi Thalaivar Makkal Munnetra Kazhagam,AIPTMK,-,Coconut farm
139,SRIRANGAM,Tiruchirappalli,GEN,12,ANBARASAN.M,Independent,IND,Independent,CCTV Camera
139,SRIRANGAM,Tiruchirappalli,GEN,13,KARTHICK.S,Independent,IND,Independent,Gas Stove
139,SRIRANGAM,Tiruchirappalli,GEN,14,KRISHNAKUMAR.A,Independent,IND,Independent,Batsman
139,SRIRANGAM,Tiruchirappalli,GEN,15,SHASHI KIRAN .K .N,Independent,IND,Independent,Diamond
139,SRIRANGAM,Tiruchirappalli,GEN,16,S. DURAIRAJ,Independent,IND,Independent,Cauliflower
139,SRIRANGAM,Tiruchirappalli,GEN,17,PARAMASIVAM,Independent,IND,Independent,Box
139,SRIRANGAM,Tiruchirappalli,GEN,18,MOHAMED MUSTHAFA. M,Independent,IND,Independent,Pen stand
139,SRIRANGAM,Tiruchirappalli,GEN,19,MUTHUKUMAR.P,Independent,IND,Independent,Air conditioner
139,SRIRANGAM,Tiruchirappalli,GEN,20,RAMESH.R,Independent,IND,Independent,Clip
139,SRIRANGAM,Tiruchirappalli,GEN,21,RAVICHANDIRAN.N,Independent,IND,Independent,Belt
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,1,CHINNAIYAN POOSARI,Bahujan Samaj Party,BSP,Solo,Elephant
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,2,K.N.NEHRU,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,3,K.BHUVANESWARI,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,4,M.RAJASEKARAN,Amma Makkal Munnetra Kazagam,AMMK,NDA,Pressure cooker
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,5,R.PRABU,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,6,G.RAMAMOORTHI,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,7,A.VEERAMANI,Samaniya Makkal Nala Katchi,SMNK,-,Walking stick
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,8,M.KALAIMANI,Independent,IND,Independent,Matchbox
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,9,M.CHANDRASEKARAN,Independent,IND,Independent,Flute
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,10,SAMPATH,Independent,IND,Independent,Battery Torch
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,11,SUNDARAPANDIYARAJA,Independent,IND,Independent,Gas cylinder
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,12,P.RAJENDRAN,Independent,IND,Independent,Coconut farm
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,13,A.VASUDEVAN,Independent,IND,Independent,Almirah
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,14,JEEVANANTHAM.M,Independent,IND,Independent,Diamond
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,1,R. ELANGOVAN,Bahujan Samaj Party,BSP,Solo,Elephant
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,2,S. INIGO IRUDAYARAJ,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,3,DR.KRISHNASAMY .V,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,4,G. RAJASEKARAN,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,5,ANAND SELVARAJ,National Maha Sabha Party,NMSP,-,Ship
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,6,N. GOBINATH,Puthiya Tamilagam,PT,-,Gas cylinder
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,7,SUKUMAR .S,Thamizhaka Padaippalar Makkal Katchi,TPMK,-,Drill machine
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,8,C. NANDA KUMAR,All India Puratchi Thalaivar Makkal Munnetra Kazhagam,AIPTMK,-,Coconut farm
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,9,R. MUTHUKUMAR,Samaniya Makkal Nala Katchi,SMNK,-,Walking stick
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,10,ROYAL RAJA,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,11,VIJAY .K,All India Jananayaka Makkal Kazhagam,AIJMK,-,Trumpet
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,12,VIJAIA MOHANAAJI .MA,Vidial Valarchi Perani,VVP,-,Chappals
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,13,C. JOSEPH VIJAY,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,14,T. GANGAI ULAGANATHAN,Independent,IND,Independent,Ring
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,15,KANNAN .S,Independent,IND,Independent,Mike
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,16,P. CHARLES SAGAYARAJ,Independent,IND,Independent,Plate stand
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,17,G. SEBASTIAN ANAND,Independent,IND,Independent,Diamond
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,18,S. PANNEER SELVAM,Independent,IND,Independent,Scissors
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,19,J. ROBERT CHRISTY,Independent,IND,Independent,Matchbox
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,20,P. RAJENDRAN,Independent,IND,Independent,Bat
